((0.9333333333333333, 0.0761904761904762), 0.005714285714285714)
((0.8, 0.1111111111111111), 0.005714285714285714)
((1.0, 0.08333333333333333), 0.005714285714285714)
((0.5, 0.5), 0.017142857142857144)
((0.8421052631578947, 0.07602339181286549), 0.005714285714285714)
((0.8333333333333333, 0.11363636363636363), 0.005714285714285714)
((0.9166666666666667, 0.06818181818181818), 0.005714285714285714)
((0.8, 0.1), 0.005714285714285714)
((1.0, 0.125), 0.005714285714285714)
((0.13333333333333336, 0.06666666666666667), 0.005714285714285714)
((0.7, 0.04597701149425287), 0.005714285714285714)
((0.7777777777777778, 0.09722222222222222), 0.005714285714285714)
((0.7272727272727273, 0.01818181818181818), 0.005714285714285714)
((0.6666666666666666, 0.1), 0.005714285714285714)
((0.8571428571428572, 0.14285714285714285), 0.005714285714285714)
((0.8, 0.07777777777777778), 0.005714285714285714)
((1.0, 0.06666666666666667), 0.005714285714285714)
((0.8, 0.2), 0.005714285714285714)
((0.4444444444444444, 0.18055555555555555), 0.005714285714285714)
((0.5, 0), 0.07428571428571429)
((0.4, 0.1), 0.005714285714285714)
((1.0, 0.5), 0.005714285714285714)
((0.7777777777777778, 0.18055555555555555), 0.005714285714285714)
((0.6666666666666666, 0.0761904761904762), 0.005714285714285714)
((0.6, 0.0), 0.005714285714285714)
((0.8, 0.35), 0.005714285714285714)
((0.8181818181818181, 0.15454545454545454), 0.005714285714285714)
((0.7142857142857143, 0.11538461538461539), 0.005714285714285714)
((0.375, 0.16071428571428573), 0.005714285714285714)
((0.3076923076923077, 0.09615384615384616), 0.005714285714285714)
((0.6818181818181819, 0.06926406926406926), 0.005714285714285714)
((0.6666666666666666, 0.2), 0.011428571428571429)
((1.0, 0.1), 0.011428571428571429)
((0.7647058823529411, 0.051470588235294115), 0.005714285714285714)
((0.30434782608695654, 0.06126482213438735), 0.005714285714285714)
((0.368421052631579, 0.09064327485380116), 0.005714285714285714)
((0.4, 0.1111111111111111), 0.005714285714285714)
((0.5714285714285714, 0.16666666666666666), 0.005714285714285714)
((0.6363636363636364, 0.06363636363636363), 0.005714285714285714)
((0.2727272727272727, 0.16363636363636364), 0.005714285714285714)
((0.6, 0.35), 0.005714285714285714)
((0.875, 0.017857142857142856), 0.005714285714285714)
((0.75, 0.08333333333333333), 0.011428571428571429)
((0.9090909090909092, 0.09090909090909091), 0.005714285714285714)
((0.5714285714285714, 0.19047619047619047), 0.005714285714285714)
((0.4166666666666667, 0.045454545454545456), 0.005714285714285714)
((0.6363636363636364, 0.09090909090909091), 0.011428571428571429)
((0.8888888888888888, 0.125), 0.005714285714285714)
((0.75, 0.10714285714285714), 0.005714285714285714)
((0.7083333333333334, 0.06521739130434782), 0.005714285714285714)
((0.33333333333333337, 0.2), 0.005714285714285714)
((0.4285714285714286, 0.14285714285714285), 0.005714285714285714)
((0.6666666666666666, 0.19444444444444445), 0.005714285714285714)
((0.8, 0.03333333333333333), 0.005714285714285714)
((0.5, 0.08333333333333333), 0.005714285714285714)
((0.6363636363636364, 0.05627705627705628), 0.005714285714285714)
((0.1764705882352941, 0.051470588235294115), 0.005714285714285714)
((1.0, 0.15), 0.005714285714285714)
((0.6, 0.15), 0.011428571428571429)
((0.2, 0.05333333333333334), 0.005714285714285714)
((0.6, 0.14444444444444443), 0.005714285714285714)
((0.875, 0.16071428571428573), 0.005714285714285714)
((0.75, 0.16666666666666666), 0.005714285714285714)
((0.5833333333333334, 0.08333333333333333), 0.005714285714285714)
((0.375, 0.075), 0.005714285714285714)
((0.2, 0.13333333333333333), 0.005714285714285714)
((0.6111111111111112, 0.10130718954248366), 0.005714285714285714)
((0.6666666666666666, 0.13333333333333333), 0.011428571428571429)
((0.33333333333333337, 0.125), 0.005714285714285714)
((0.4, 0.14444444444444443), 0.005714285714285714)
((0.4736842105263158, 0.07017543859649122), 0.005714285714285714)
((0.75, 0.09848484848484848), 0.005714285714285714)
((0.5, 0.2), 0.005714285714285714)
((0.3125, 0.0875), 0.005714285714285714)
((0.4, 0.05), 0.005714285714285714)
((0.3214285714285714, 0.03439153439153439), 0.005714285714285714)
((0.6666666666666666, 0.05555555555555555), 0.005714285714285714)
((0.4117647058823529, 0.07352941176470588), 0.005714285714285714)
((0.25, 0.25), 0.005714285714285714)
((1.0, 0.16666666666666666), 0.011428571428571429)
((0.5, 0.3333333333333333), 0.005714285714285714)
((0.6, 0.08888888888888889), 0.005714285714285714)
((0.25, 0.16666666666666666), 0.005714285714285714)
